,iati_identifier,title_narrative,document_link_url,document_link_title_narrative,document-link.category-codes-combined
1910,GB-1-204365,['Improving Energy Access in Tanzania through Green Mini-Grids'],"['http://iati.fcdo.gov.uk/iati_documents/59833866.odt', 'http://iati.fcdo.gov.uk/iati_documents/5634579.odt', 'http://iati.fcdo.gov.uk/iati_documents/5214746.odt', 'http://iati.fcdo.gov.uk/iati_documents/46198392.odt', 'http://iati.fcdo.gov.uk/iati_documents/45142486.odt', 'http://iati.fcdo.gov.uk/iati_documents/4166906.odt', 'http://iati.fcdo.gov.uk/iati_documents/36603463.odt', 'http://iati.fcdo.gov.uk/iati_documents/33520934.odt']","['Project completion review (59833866) 204365 (Published - February, 2021).odt', 'Annual review (5634579 ) 204365 (Published - November, 2016).odt', 'Annual review (5214746 ) 204365 (Published - November, 2015).odt', 'Memoranda of understanding (46198392) 204365 (Published - February, 2019).odt', 'Annual review (45142486) 204365 (Published - January, 2019).odt', 'Business Case and Summary (4166906 ) 204365 (Published - August, 2017).odt', 'Logical framework (36603463) 204365 (Published - January, 2019).odt', 'Annual review (33520934) 204365 (Published - July, 2018).odt']","['A01,A07,A08', 'A07,A08', 'A07,A08', 'A09', 'A07,A08', 'A01,A02,A03,A04,A05', 'A02,A08', 'A07,A08']"
1911,GB-1-204369,['Corridors for Growth'],"['http://iati.fcdo.gov.uk/iati_documents/D0003268.odt', 'http://iati.fcdo.gov.uk/iati_documents/D0003024.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000284.odt', 'http://iati.fcdo.gov.uk/iati_documents/59832876.odt', 'http://iati.fcdo.gov.uk/iati_documents/5315796.odt', 'http://iati.fcdo.gov.uk/iati_documents/53153303.odt', 'http://iati.fcdo.gov.uk/iati_documents/45232259.odt', 'http://iati.fcdo.gov.uk/iati_documents/3934481.odt', 'http://iati.fcdo.gov.uk/iati_documents/27149745.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/25513329.odt']","['Memoranda of understanding (D0003268) 204369 (Published - July, 2023).odt', 'Annual review (D0003024) 204369 (Published - April, 2023).odt', 'Annual review (90000284) 204369 (Published - January, 2022).odt', 'Annual review (59832876) 204369 (Published - February, 2021).odt', 'Intervention Summary (5315796 ) 204369 (Published - September, 2017).odt', 'Annual review (53153303) 204369 (Published - January, 2020).odt', 'Annual review (45232259) 204369 (Published - February, 2019).odt', 'Business Case and Summary (3934481 ) 204369 (Published - September, 2017).odt', 'Logical framework (27149745) 204369 (Published - February, 2018).xlsx', 'Annual review (25513329) 204369 (Published - March, 2018).odt']","['A09', 'A07,A08', 'A07,A08', 'A07,A08', 'A02', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A02,A08', 'A07,A08']"
1912,GB-1-204384,['Joint United Nations Development Programme-Department of Political Affairs Programme on Building National Capacities for Conflict Prevention.'],"['http://iati.fcdo.gov.uk/iati_documents/5482966.odt', 'http://iati.fcdo.gov.uk/iati_documents/5477577.odt', 'http://iati.fcdo.gov.uk/iati_documents/5388477.xls', 'http://iati.fcdo.gov.uk/iati_documents/4805585.odt', 'http://iati.fcdo.gov.uk/iati_documents/4354385.odt']","['Project completion review (5482966 ) 204384 (Published - October, 2016).odt', 'Addendum to the Business Case (5477577 ) 204384 (Published - June, 2016).odt', 'Logical framework (5388477 ) 204384 (Published - June, 2016).xls', 'Annual review (4805585 ) 204384 (Published - January, 2015).odt', 'Business Case and Summary (4354385 ) 204384 (Published - December, 2014).odt']","['A01,A07,A08', 'A02,A03,A04,A05', 'A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05']"
1913,GB-1-204389,"['Global Fund to fight AIDS, TB and Malaria']","['http://iati.fcdo.gov.uk/iati_documents/8092000.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5209563.odt', 'http://iati.fcdo.gov.uk/iati_documents/4755384.odt', 'http://iati.fcdo.gov.uk/iati_documents/4248001.odt']","['Logical framework (8092000 ) 204389 (Published - July, 2017).xlsx', 'Annual review (5209563 ) 204389 (Published - November, 2015).odt', 'Annual review (4755384 ) 204389 (Published - May, 2015).odt', 'Business Case and Summary (4248001 ) 204389 (Published - February, 2015).odt']","['A02,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05']"
1914,GB-1-204391,['Mozambique Land Action (MOLA)'],"['http://iati.fcdo.gov.uk/iati_documents/5746519.odt', 'http://iati.fcdo.gov.uk/iati_documents/5724906.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5620982.odt', 'http://iati.fcdo.gov.uk/iati_documents/5052933.odt', 'http://iati.fcdo.gov.uk/iati_documents/37104739.odt', 'http://iati.fcdo.gov.uk/iati_documents/37104321.odt', 'https://www.contractsfinder.service.gov.uk/Notice/cf83aa0e-2685-40fe-9266-47dd53674fa5', 'https://www.contractsfinder.service.gov.uk/Notice/8475162b-1184-46e7-bd91-b5cca88350d1']","['Annual review (5746519 ) 204391 (Published - April, 2017).odt', 'Logical framework (5724906 ) 204391 (Published - April, 2017).xlsx', 'Annual review (5620982 ) 204391 (Published - November, 2016).odt', 'Business Case and Summary (5052933 ) 204391 (Published - July, 2015).odt', 'Annual review (37104739) 204391 (Published - September, 2018).odt', 'Accountable Grant (37104321) 204391 (Published - September, 2018).odt', ""Contract: DFID 7755 DFID Mozambique's Local Level Challenge Fund"", 'Contract: DFID 7165 MOLA: DFID Mozambique Land Action Programme - Local Level Challenge Fund']","['A07,A08', 'A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A09', 'A11', 'A11']"
1915,GB-1-107413,['Regulatory and Investment Systems for Enterprise'],"['http://iati.fcdo.gov.uk/iati_documents/6544892.odt', 'http://iati.fcdo.gov.uk/iati_documents/5035322.odt', 'http://iati.fcdo.gov.uk/iati_documents/4255659.odt', 'http://iati.fcdo.gov.uk/iati_documents/4041232.odt', 'http://iati.fcdo.gov.uk/iati_documents/3673460.odt', 'http://iati.fcdo.gov.uk/iati_documents/3101507.xls', 'http://iati.fcdo.gov.uk/iati_documents/16105562.odt']","['Annual review (6544892 ) 107413 (Published - June, 2018).odt', 'Annual review (5035322 ) 107413 (Published - October, 2015).odt', 'Logical framework (4255659 ) 107413 (Published - November, 2013).odt', 'Annual review (4041232 ) 107413 (Published - August, 2013).odt', 'Intervention Summary (3673460 ) 107413 (Published - June, 2014).odt', 'Annual review (3101507 ) 107413 (Published - June, 2011).xls', 'Project completion review (16105562) 107413 (Published - September, 2017).odt']","['A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A02', 'A07,A08', 'A01,A07,A08']"
1916,GB-1-204397,['Lebanon Municipal Services Programme'],"['http://iati.fcdo.gov.uk/iati_documents/5542144.odt', 'http://iati.fcdo.gov.uk/iati_documents/5496667.odt', 'http://iati.fcdo.gov.uk/iati_documents/5450476.odt', 'http://iati.fcdo.gov.uk/iati_documents/4951153.odt', 'http://iati.fcdo.gov.uk/iati_documents/37831728.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/29008246.odt', 'https://www.contractsfinder.service.gov.uk/Notice/e9ff67d3-3fdf-4f82-82af-a66df001a0e7']","['Addendum to the Business Case (5542144 ) 204397 (Published - August, 2016).odt', 'Annual review (5496667 ) 204397 (Published - August, 2016).odt', 'Business Case and Summary (5450476 ) 204397 (Published - August, 2016).odt', 'Annual review (4951153 ) 204397 (Published - August, 2016).odt', 'Logical framework (37831728) 204397 (Published - September, 2018).xlsx', 'Annual review (29008246) 204397 (Published - March, 2018).odt', 'Contract: DFID 7224 Monitoring and Evaluation for the DFID/UNDP/MoSA Lebanon Municipal Services Programme']","['A02,A03,A04,A05', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A02,A08', 'A07,A08', 'A11']"
1917,GB-1-204400,['South Sudan - Humanitarian Crisis Response'],"['http://iati.fcdo.gov.uk/iati_documents/5209001.xls', 'http://iati.fcdo.gov.uk/iati_documents/4841419.odt', 'http://iati.fcdo.gov.uk/iati_documents/4401289.odt']","['Logical framework (5209001 ) 204400 (Published - November, 2015).xls', 'Annual review (4841419 ) 204400 (Published - March, 2015).odt', 'Business Case and Summary (4401289 ) 204400 (Published - August, 2014).odt']","['A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05']"
1918,GB-1-204401,['Protection support to Yemen through UNHCR (2015-16)'],"['http://iati.fcdo.gov.uk/iati_documents/5704343.odt', 'http://iati.fcdo.gov.uk/iati_documents/5445042.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5320563.odt']","['Annual review (5704343 ) 204401 (Published - February, 2017).odt', 'Logical framework (5445042 ) 204401 (Published - June, 2016).xlsx', 'Business Case and Summary (5320563 ) 204401 (Published - May, 2016).odt']","['A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05']"
1919,GB-1-107454,['World Bank-DFID Joint Technical Assistance Programme.'],"['http://iati.fcdo.gov.uk/iati_documents/5790975.odt', 'http://iati.fcdo.gov.uk/iati_documents/5043322.odt', 'http://iati.fcdo.gov.uk/iati_documents/4598746.odt', 'http://iati.fcdo.gov.uk/iati_documents/3838450.odt', 'http://iati.fcdo.gov.uk/iati_documents/3581418.odt']","['Annual review (5790975 ) 107454 (Published - June, 2018).odt', 'Project completion review (5043322 ) 107454 (Published - July, 2015).odt', 'Annual review (4598746 ) 107454 (Published - August, 2014).odt', 'Annual review (3838450 ) 107454 (Published - January, 2013).odt', 'Annual review (3581418 ) 107454 (Published - January, 2013).odt']","['A07,A08', 'A01,A07,A08', 'A07,A08', 'A07,A08', 'A07,A08']"
1920,GB-1-107460,['Safety and Justice'],"['http://iati.fcdo.gov.uk/iati_documents/5687922.odt', 'http://iati.fcdo.gov.uk/iati_documents/5385561.odt', 'http://iati.fcdo.gov.uk/iati_documents/5035234.odt', 'http://iati.fcdo.gov.uk/iati_documents/45012707.odt', 'http://iati.fcdo.gov.uk/iati_documents/4427431.odt', 'http://iati.fcdo.gov.uk/iati_documents/4205213.odt', 'http://iati.fcdo.gov.uk/iati_documents/3773748.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1071760/', 'https://data.gov.uk/data/contracts-finder-archive/contract/164433/', 'https://data.gov.uk/data/contracts-finder-archive/contract/750905/']","['Logical framework (5687922 ) 107460 (Published - March, 2017).odt', 'Annual review (5385561 ) 107460 (Published - July, 2016).odt', 'Annual review (5035234 ) 107460 (Published - June, 2015).odt', 'Project completion review (45012707) 107460 (Published - January, 2019).odt', 'Annual review (4427431 ) 107460 (Published - April, 2014).odt', 'Annual review (4205213 ) 107460 (Published - October, 2013).odt', 'Annual review (3773748 ) 107460 (Published - December, 2012).odt', 'Contract: DFID 5537 Community Legal Services (CLS), Bangladesh', 'Tender: Community Legal Services (CLS), Bangladesh', 'Tender: DFID 5337 Community Legal Services (CLS), Bangladesh']","['A02,A08', 'A07,A08', 'A07,A08', 'A01,A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A11', 'A10', 'A10']"
1921,GB-1-107467,['Urban Partnerships for Poverty Reduction'],"['http://iati.fcdo.gov.uk/iati_documents/7133954.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/6271435.odt', 'http://iati.fcdo.gov.uk/iati_documents/5417039.odt', 'http://iati.fcdo.gov.uk/iati_documents/4465648.odt', 'http://iati.fcdo.gov.uk/iati_documents/4182791.odt', 'http://iati.fcdo.gov.uk/iati_documents/3986297.odt', 'http://iati.fcdo.gov.uk/iati_documents/3659180.odt', 'http://iati.fcdo.gov.uk/iati_documents/3521825.odt', 'http://iati.fcdo.gov.uk/iati_documents/3414520.xls', 'https://data.gov.uk/data/contracts-finder-archive/contract/1556846/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1228899/']","['Logical framework (7133954 ) 107467 (Published - June, 2018).xlsx', 'Annual review (6271435 ) 107467 (Published - June, 2018).odt', 'Project completion review (5417039 ) 107467 (Published - April, 2016).odt', 'Annual review (4465648 ) 107467 (Published - May, 2014).odt', 'Addendum to the Business Case (4182791 ) 107467 (Published - December, 2013).odt', 'Annual review (3986297 ) 107467 (Published - May, 2013).odt', 'Intervention Summary (3659180 ) 107467 (Published - June, 2014).odt', 'Annual review (3521825 ) 107467 (Published - August, 2012).odt', 'Annual review (3414520 ) 107467 (Published - August, 2012).xls', 'Contract: DFID 40068824 Procurement of Goods and Equipment for EEP, CLP and UPPR projects Amendment No 2', 'Contract: DFID 40068824 Procurement of Goods and Equipment for EEP and CLP2 Projects, Bangladesh']","['A02,A08', 'A07,A08', 'A01,A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A02', 'A07,A08', 'A07,A08', 'A11', 'A11']"
1922,GB-1-107480,['English in Action - EIA '],"['http://iati.fcdo.gov.uk/iati_documents/7154080.odt', 'http://iati.fcdo.gov.uk/iati_documents/5459346.odt', 'http://iati.fcdo.gov.uk/iati_documents/5333407.odt', 'http://iati.fcdo.gov.uk/iati_documents/4500528.odt', 'http://iati.fcdo.gov.uk/iati_documents/4005445.odt', 'http://iati.fcdo.gov.uk/iati_documents/3771834.odt', 'http://iati.fcdo.gov.uk/iati_documents/3525838.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1241649/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1150873/', 'https://www.contractsfinder.service.gov.uk/Notice/42aa9bb5-3f55-46b5-ae5c-36e7f76c771c']","['Intervention Summary (7154080 ) 107480 (Published - June, 2018).odt', 'Annual review (5459346 ) 107480 (Published - May, 2016).odt', 'Annual review (5333407 ) 107480 (Published - February, 2016).odt', 'Annual review (4500528 ) 107480 (Published - June, 2014).odt', 'Annual review (4005445 ) 107480 (Published - June, 2013).odt', 'Annual review (3771834 ) 107480 (Published - December, 2012).odt', 'Logical framework (3525838 ) 107480 (Published - February, 2016).odt', 'Contract: DFID40076298 Financial and procurement audit of English in Action (EIA)', 'Contract: DFID 40071516 Procurement of Goods and Equipment for English in Action', 'Contract: DFID 3238 English in Action - Contract Amendment No. 7']","['A02', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A02,A08', 'A11', 'A11', 'A11']"
1923,GB-1-107508,['Urban Primary Health Care Project 2 (UPHCP2)'],['http://iati.fcdo.gov.uk/iati_documents/3955475.odt'],"['Project completion review (3955475 ) 107508 (Published - February, 2014).odt']","['A01,A07,A08']"
1924,GB-1-204440,['Support to the Violence against Women and Girls United Nations Trust Fund'],"['http://iati.fcdo.gov.uk/iati_documents/D0003126.odt', 'http://iati.fcdo.gov.uk/iati_documents/57940696.odt', 'http://iati.fcdo.gov.uk/iati_documents/57480841.odt', 'http://iati.fcdo.gov.uk/iati_documents/52661401.odt', 'http://iati.fcdo.gov.uk/iati_documents/5244965.odt', 'http://iati.fcdo.gov.uk/iati_documents/4765518.odt', 'http://iati.fcdo.gov.uk/iati_documents/45562110.odt', 'http://iati.fcdo.gov.uk/iati_documents/37440740.odt', 'http://iati.fcdo.gov.uk/iati_documents/19021281.odt', 'http://iati.fcdo.gov.uk/iati_documents/11832490.odt', 'http://iati.fcdo.gov.uk/iati_documents/11830938.odt', 'http://iati.fcdo.gov.uk/iati_documents/11825221.odt']","['Addendum to the Business Case (D0003126) 204440 (Published - June, 2023).odt', 'Annual review (57940696) 204440 (Published - November, 2020).odt', 'Addendum to the Business Case (57480841) 204440 (Published - August, 2021).odt', 'Annual review (52661401) 204440 (Published - January, 2020).odt', 'Logical framework (5244965 ) 204440 (Published - January, 2016).odt', 'Business Case and Summary (4765518 ) 204440 (Published - April, 2015).odt', 'Annual review (45562110) 204440 (Published - March, 2019).odt', 'Addendum to the Business Case (37440740) 204440 (Published - September, 2018).odt', 'Addendum to the Business Case (19021281) 204440 (Published - May, 2018).odt', 'Addendum to the Business Case (11832490) 204440 (Published - August, 2021).odt', 'Annual review (11830938) 204440 (Published - August, 2017).odt', 'Annual review (11825221) 204440 (Published - August, 2017).odt']","['A02,A03,A04,A05', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A02,A03,A04,A05', 'A02,A03,A04,A05', 'A02,A03,A04,A05', 'A07,A08', 'A07,A08']"
1925,GB-1-204451,['Africa University Research Approaches (AURA) Capacity Development Programme'],"['http://iati.fcdo.gov.uk/iati_documents/5733979.odt', 'http://iati.fcdo.gov.uk/iati_documents/5661363.xls', 'http://iati.fcdo.gov.uk/iati_documents/5588654.odt', 'http://iati.fcdo.gov.uk/iati_documents/5082815.odt', 'http://iati.fcdo.gov.uk/iati_documents/4762935.odt']","['Project completion review (5733979 ) 204451 (Published - March, 2017).odt', 'Logical Framework (5661363 ) 204451 (Published - December, 2016).xls', 'Annual review (5588654 ) 204451 (Published - September, 2016).odt', 'Annual review (5082815 ) 204451 (Published - July, 2015).odt', 'Business Case and Summary (4762935 ) 204451 (Published - December, 2014).odt']","['A01,A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05']"
1926,GB-1-204456,['Programme of Support to Agriculture in Rwanda'],"['http://iati.fcdo.gov.uk/iati_documents/60296840.odt', 'http://iati.fcdo.gov.uk/iati_documents/5695070.odt', 'http://iati.fcdo.gov.uk/iati_documents/55416080.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5323840.odt', 'http://iati.fcdo.gov.uk/iati_documents/5299124.odt', 'http://iati.fcdo.gov.uk/iati_documents/43167210.odt', 'http://iati.fcdo.gov.uk/iati_documents/28334337.odt', 'https://www.contractsfinder.service.gov.uk/Notice/e0bdc790-5516-43f3-a3b2-49bdbe6a4746', 'https://www.gov.uk/government/publications/partnerships-for-poverty-reduction-rethinking-conditionality']","['Project completion review (60296840) 204456 (Published - March, 2021).odt', 'Annual review (5695070 ) 204456 (Published - February, 2017).odt', 'Logical framework (55416080) 204456 (Published - May, 2020).xlsx', 'Business Case and Summary (5323840 ) 204456 (Published - February, 2016).odt', 'Annual review (5299124 ) 204456 (Published - January, 2016).odt', 'Annual review (43167210) 204456 (Published - February, 2019).odt', 'Annual review (28334337) 204456 (Published - March, 2018).odt', 'Contract: DFID 7065 Programme of Support to Agriculture - Establishment and Management of a Technical Assistance Facility, Rwanda', 'General Conditions - For all financial aid that the UK provides direct to partner governments, the four Partnership Principles apply.']","['A01,A07,A08', 'A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A11', 'A04']"
